City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,labrador city,52.9463,-66.9114,-10.05,79,100,5.66,CA,1705712116
280,saint-philippe,-21.3585,55.7679,23.77,86,98,2.26,RE,1705712116
281,hasaki,35.7333,140.8333,9.22,62,100,7.28,JP,1705712116
282,nizhneangarsk,55.7833,109.55,-25.55,87,20,3.13,RU,1705712116
283,ola,59.5833,151.2833,-21.59,86,65,2.06,RU,1705712116
284,susuman,62.7833,148.1667,-37.23,100,99,0.15,RU,1705712117
285,kudahuvadhoo,2.6708,72.8944,27.11,70,96,2.6,MV,1705712117
286,oodweyne,9.4092,45.064,17.76,37,83,2.19,SO,1705712117
287,vila velha,-20.3297,-40.2925,27.97,79,20,5.14,BR,1705712117
288,fortuna,40.5982,-124.1573,16.19,79,100,7.2,US,1705712117
289,noosa heads,-26.3833,153.15,28.52,79,100,3.51,AU,1705712117
290,virginia beach,36.8529,-75.978,3.02,67,75,9.77,US,1705711838
291,afaahiti,-17.75,-149.2833,29.93,71,64,0.41,PF,1705712118
292,greymouth,-42.4667,171.2,20.98,75,7,3.92,NZ,1705712118
293,torredembarra,41.1451,1.3986,9.02,100,100,0.51,ES,1705712118
294,santa ana de yacuma,-13.75,-65.4333,26.95,80,95,1.98,BO,1705712118
295,al kharj,24.155,47.3346,12.32,41,6,1.99,SA,1705712118
296,nazca,-14.8333,-74.95,24.32,73,100,1.08,PE,1705712118
297,voskresenskoye,56.8381,45.4317,-12.22,97,100,0.58,RU,1705712118
298,contamana,-7.3333,-75.0167,26.06,79,89,1.22,PE,1705712119
299,ajasse ipo,8.2333,4.8167,21.58,15,0,1.34,NG,1705712119
300,jordbro,59.1497,18.1167,-11.2,93,100,1.34,SE,1705712119
301,pavlodar,52.3,76.95,-17.11,85,75,4.0,KZ,1705712119
302,severo-yeniseyskiy,60.3725,93.0408,-21.35,100,100,0.89,RU,1705712119
303,punta alta,-38.8759,-62.0736,20.64,60,0,8.17,AR,1705712119
304,rongelap,11.1635,166.8941,26.03,74,91,11.19,MH,1705712120
305,barsukovskaya,44.7632,41.8191,8.08,85,100,2.54,RU,1705712120
306,edd,13.9297,41.6925,25.71,72,100,1.22,ER,1705712120
307,mweka,-4.85,21.5667,21.69,77,81,0.54,CD,1705712120
308,thompson,55.7435,-97.8558,-12.91,85,100,3.09,CA,1705712120
309,fereydunshahr,32.941,50.121,-2.46,41,100,1.1,IR,1705712120
310,tazacorte,28.629,-17.9293,17.54,74,40,5.14,ES,1705712120
311,debre birhan,9.6833,39.5333,10.6,85,100,1.41,ET,1705712121
312,santa ana,33.7456,-117.8678,22.01,61,75,3.6,US,1705711914
313,manta,-0.95,-80.7333,28.89,67,75,4.47,EC,1705712121
314,urangan,-25.3,152.9,31.78,73,26,4.02,AU,1705712121
315,rio grande,-32.035,-52.0986,25.06,94,100,4.04,BR,1705712121
316,as sulayyil,20.4607,45.5779,15.14,44,21,4.1,SA,1705712122
317,kirensk,57.7853,108.1119,-35.58,100,93,0.45,RU,1705712122
318,filadelfia,39.9523,-75.1638,-1.99,91,100,3.6,US,1705711951
319,huarmey,-10.0681,-78.1522,23.41,83,99,3.59,PE,1705712122
320,nan,18.8333,100.6667,16.01,94,0,1.54,TH,1705712122
321,puerto armuelles,8.2833,-82.8667,28.99,80,8,1.79,PA,1705712065
322,guerrero negro,27.9769,-114.0611,17.8,71,100,4.84,MX,1705712122
323,lionel town,17.8101,-77.2406,27.94,83,2,3.14,JM,1705712122
324,port alfred,-33.5906,26.891,19.54,80,5,3.13,ZA,1705712122
325,kruisfontein,-34.0033,24.7314,16.05,91,0,2.82,ZA,1705712123
326,mokhsogollokh,61.4681,128.9203,-37.65,100,99,0.62,RU,1705712123
327,happy valley-goose bay,53.3168,-60.3315,-1.83,74,100,3.09,CA,1705712123
328,molepolole,-24.4066,25.4951,18.09,67,51,2.92,BW,1705712123
329,kattivakkam,13.2167,80.3167,24.05,78,30,2.33,IN,1705712123
330,salina,38.8403,-97.6114,-12.16,70,0,3.09,US,1705712124
331,kalmunai,7.4167,81.8167,24.98,86,0,1.14,LK,1705712124
332,batamshinskiy,50.5594,58.2747,-10.8,85,100,4.85,KZ,1705712124
333,tazovsky,67.4667,78.7,-15.4,87,100,10.05,RU,1705712124
334,askoy,60.4092,5.226,-1.25,100,75,0.51,NO,1705712124
335,karratha,-20.7377,116.8463,30.61,60,6,5.84,AU,1705712124
336,letlhakeng,-24.0944,25.0298,18.12,69,45,2.81,BW,1705712124
337,santa cruz,-17.8,-63.1667,26.7,83,88,3.09,BO,1705712125
338,zahedan,29.4963,60.8629,1.95,100,0,3.09,IR,1705712125
339,toamasina,-18.1667,49.3833,23.0,100,75,3.09,MG,1705712125
340,malanje,-9.5402,16.341,15.87,98,9,1.93,AO,1705712125
341,crane,31.3974,-102.3501,2.01,28,0,5.1,US,1705712125
342,forster,-32.1667,152.5167,26.88,68,0,4.89,AU,1705712125
343,al fallujah,33.3538,43.7795,13.03,66,5,1.32,IQ,1705712125
344,cockburn town,21.4612,-71.1419,25.88,84,100,6.28,TC,1705711903
345,gladstone,-23.85,151.25,31.96,62,75,4.12,AU,1705712126
346,shenjiamen,29.9576,122.298,7.76,93,100,8.61,CN,1705712126
347,newman,37.3138,-121.0208,14.6,94,100,0.45,US,1705712126
348,grenaa,56.4158,10.8783,4.12,96,100,13.22,DK,1705712126
349,tan-tan,28.438,-11.1032,15.81,88,59,4.23,MA,1705712120
350,gizo,-8.103,156.8419,27.57,84,100,4.75,SB,1705712126
351,antsiranana,-12.2787,49.2917,25.65,90,100,8.18,MG,1705712126
352,ayr,55.4627,-4.6339,6.95,70,20,7.2,GB,1705712126
353,anna regina,7.2644,-58.5077,25.99,77,5,4.63,GY,1705712127
354,coihueco,-36.6167,-71.8333,26.41,32,0,5.14,CL,1705711893
355,ma'an,26.9775,110.7211,3.86,85,100,2.42,CN,1705712127
356,isla mujeres,21.2311,-86.731,25.09,81,81,2.76,MX,1705712127
357,serhetabat,35.2799,62.3438,2.15,83,2,0.25,TM,1705712127
358,parfino,57.9731,31.6481,-8.65,94,96,2.11,RU,1705712127
359,ilhabela,-23.7781,-45.3581,26.37,85,9,2.36,BR,1705712128
360,daruvar,45.5906,17.225,-2.5,88,100,1.69,HR,1705712128
361,barcelos,41.5388,-8.6151,9.91,86,8,1.39,PT,1705712128
362,mount pearl,47.5166,-52.7813,-2.86,79,100,15.43,CA,1705712128
363,gaspe,48.8334,-64.4819,-7.05,73,0,4.12,CA,1705712128
364,dalandzadgad,43.5708,104.425,-19.79,94,88,6.72,MN,1705712128
365,lerwick,60.1545,-1.1494,3.0,79,100,6.67,GB,1705712128
366,herkimer,43.0256,-74.986,-7.68,82,100,4.02,US,1705712128
367,moose jaw,50.4001,-105.5344,-15.86,78,89,3.09,CA,1705712003
368,namibe,-15.1961,12.1522,21.67,77,70,2.01,AO,1705712129
369,thinadhoo,0.5333,72.9333,27.61,70,19,3.81,MV,1705712129
370,iquique,-20.2208,-70.1431,23.02,86,100,1.01,CL,1705711840
371,chui,-33.6971,-53.4616,21.23,89,100,6.1,UY,1705712129
372,saposoa,-6.934,-76.7716,23.0,97,100,1.42,PE,1705712129
373,stepnogorsk,52.3544,71.8869,-23.51,99,10,2.38,KZ,1705712129
374,carutapera,-1.195,-46.02,25.1,92,15,2.27,BR,1705712129
375,chudniv,50.052,28.1175,-3.16,89,100,4.3,UA,1705712130
376,east london,-33.0153,27.9116,19.86,74,16,8.01,ZA,1705712130
377,lindi,-10.0,39.7167,24.25,96,100,1.3,TZ,1705712130
378,fisterra,42.9049,-9.2629,5.42,66,0,7.32,ES,1705712130
379,kununurra,-15.7667,128.7333,25.99,94,100,4.12,AU,1705711831
380,yeppoon,-23.1333,150.7333,31.88,64,100,3.73,AU,1705712130
381,rockland,41.1668,-74.0496,-3.53,80,99,2.25,US,1705712131
382,al ghayzah,16.2079,52.176,23.41,58,5,2.09,YE,1705712131
383,kaspiyskiy,45.3929,47.3707,2.48,93,100,5.71,RU,1705712131
384,longmen,24.9597,118.0889,16.34,74,60,0.97,CN,1705712131
385,valparaiso,-33.0393,-71.6273,16.8,72,0,0.0,CL,1705712131
386,xi'an,34.2583,108.9286,-0.55,77,100,0.85,CN,1705712132
387,bereket,39.2446,55.5154,4.91,75,2,6.53,TM,1705712132
388,nueve de julio,-35.4444,-60.8831,23.87,43,0,1.34,AR,1705712132
389,thunder bay,48.4001,-89.3168,-15.05,66,20,1.54,CA,1705712092
390,salalah,17.0151,54.0924,25.05,31,0,5.14,OM,1705712132
391,hovd,48.0056,91.6419,-18.87,66,1,1.67,MN,1705712133
392,luderitz,-26.6481,15.1594,15.98,94,39,1.13,NA,1705712133
393,muisne,0.6,-80.0333,25.59,91,100,1.72,EC,1705712133
394,pavlodol'skaya,43.7192,44.4781,0.23,85,100,1.12,RU,1705712133
395,pochinok,54.4068,32.4407,-8.48,96,100,2.32,RU,1705712133
396,bayanhongor,46.7167,100.1167,-31.81,88,4,2.06,MN,1705712133
397,tamanrasset,22.785,5.5228,8.95,10,0,1.54,DZ,1705712134
398,can giuoc,10.6167,106.6667,26.02,76,100,1.37,VN,1705712134
399,viana do castelo,41.6932,-8.8329,7.18,82,2,2.67,PT,1705712134
400,puerto carreno,6.189,-67.4859,31.08,45,80,1.64,CO,1705712134
401,bardai,11.65,7.2333,16.93,15,0,4.02,NG,1705712134
402,mamadysh,55.7152,51.408,-3.4,96,100,7.52,RU,1705712134
403,coahuayana de hidalgo,18.7,-103.6583,24.91,76,100,1.15,MX,1705712135
404,vila franca do campo,37.7167,-25.4333,18.27,99,100,7.04,PT,1705712135
405,trebechovice pod orebem,50.201,15.9922,-3.97,93,23,0.45,CZ,1705712135
406,lycksele,64.5954,18.6735,-34.07,75,57,0.51,SE,1705712135
407,concordia,-31.393,-58.0209,26.55,70,87,1.79,AR,1705712135
408,box elder,41.5005,-112.8764,-1.56,90,100,1.31,US,1705712135
409,sur,22.5667,59.5289,22.49,66,97,0.83,OM,1705712136
410,takoradi,4.8845,-1.7554,26.46,82,0,2.19,GH,1705712136
411,mejit,10.2753,170.8646,26.74,82,96,9.32,MH,1705712136
412,acapulco de juarez,16.8634,-99.8901,28.9,74,75,2.57,MX,1705711959
413,watford city,47.8022,-103.2832,-18.08,92,100,0.0,US,1705712136
414,zlatna,46.1167,23.2167,-1.23,82,100,0.85,RO,1705712136
415,nuuk,64.1835,-51.7216,-16.38,93,29,2.17,GL,1705712136
416,morehead city,34.7229,-76.726,8.0,61,20,7.72,US,1705712137
417,concepcion de ataco,13.8703,-89.8486,17.05,84,0,0.8,SV,1705712137
418,san juan de miraflores,-12.1629,-76.9635,25.09,76,99,3.37,PE,1705712137
419,ilha de mocambique,-15.0342,40.7358,25.58,84,100,6.99,MZ,1705712137
420,san patricio,28.017,-97.5169,11.97,38,0,6.96,US,1705712137
421,mili,6.0815,171.735,28.05,78,100,8.24,MH,1705712137
422,grootfontein,-19.5667,18.1167,17.76,94,99,2.57,NA,1705712137
423,agboville,5.928,-4.2132,23.81,93,0,0.66,CI,1705712138
424,labytnangi,66.6572,66.4183,-10.72,95,100,6.33,RU,1705712138
425,east end,34.5507,-92.341,-1.16,61,10,2.96,US,1705712138
426,sidon,33.5631,35.3689,15.73,65,2,0.96,LB,1705712138
427,farim,12.4839,-15.2217,20.78,77,99,1.99,GW,1705712139
428,malango,-2.9627,119.9001,21.95,91,100,0.67,ID,1705712139
429,inirida,3.8653,-67.9239,26.25,76,55,0.37,CO,1705712139
430,ulsteinvik,62.3432,5.8487,-0.93,85,15,1.34,NO,1705712139
431,ulaangom,49.9811,92.0667,-31.73,92,90,1.26,MN,1705712139
432,colby,39.3958,-101.0524,-9.98,66,0,1.54,US,1705712139
433,sultanah,24.4926,39.5857,18.25,32,0,3.6,SA,1705712140
434,businga,3.3333,20.8833,21.13,39,62,1.21,CD,1705712140
435,guatrache,-37.6678,-63.5302,23.27,24,0,3.89,AR,1705712140
436,sylva,58.0348,56.7635,-3.35,94,100,5.48,RU,1705712140
437,kalispell,48.1958,-114.3129,-10.68,86,100,0.0,US,1705712140
438,popayan,2.4382,-76.6132,16.95,92,100,1.78,CO,1705711998
439,zijinglu,34.76,112.9714,-0.34,56,7,0.32,CN,1705712141
440,tchintabaraden,15.8969,5.7985,18.7,14,0,4.71,NE,1705712141
441,omuo-ekiti,7.7583,5.7223,22.86,18,2,0.57,NG,1705712141
442,dongfeng,42.6403,125.5118,-13.38,73,100,3.13,CN,1705712141
443,alaghsas,17.0187,8.0168,19.57,13,0,4.93,NE,1705712141
444,ovalle,-30.5983,-71.2003,24.8,48,0,1.48,CL,1705712141
445,daoukro,7.0591,-3.9631,23.03,57,2,1.07,CI,1705712141
446,al wajh,26.2455,36.4525,17.97,42,0,2.06,SA,1705712142
447,feijo,-8.1642,-70.3536,23.55,97,74,1.01,BR,1705712142
448,bubaque,11.2833,-15.8333,24.78,76,86,8.89,GW,1705712142
449,turkmenbasy,40.0222,52.9552,-1.57,93,0,2.06,TM,1705712142
450,saynshand,44.8824,110.1163,-17.71,94,100,5.81,MN,1705712142
451,bandrele,-12.9067,45.1914,28.86,79,75,7.72,YT,1705712142
452,cidreira,-30.1811,-50.2056,24.29,91,83,1.43,BR,1705712143
453,lodja,-3.4833,23.4333,21.89,81,100,0.11,CD,1705712143
454,las heras,-46.5419,-68.9359,19.64,22,94,7.18,AR,1705712143
455,metu,8.3,35.5833,14.26,71,92,1.14,ET,1705712143
456,trenggalek,-8.05,111.7167,26.55,81,99,1.86,ID,1705712143
457,selfoss,63.9331,-20.9971,-0.53,70,100,11.13,IS,1705712143
458,egilsstadir,65.2653,-14.3948,-10.05,79,75,2.06,IS,1705712143
459,brokopondo,4.75,-55.1667,26.68,70,28,5.59,SR,1705712143
460,pionerskiy,54.9508,20.2275,-1.03,79,100,7.48,RU,1705712144
461,inyonga,-6.7167,32.0667,18.28,96,100,1.8,TZ,1705712144
462,malaya vishera,58.8454,32.2222,-13.72,98,31,1.94,RU,1705712144
463,swift current,50.2834,-107.8014,-19.55,77,0,6.17,CA,1705712144
464,timbuktu,16.7735,-3.0074,20.7,12,5,3.66,ML,1705712144
465,channapatna,12.65,77.2167,17.92,91,16,2.19,IN,1705712145
466,arkhangel'sk,64.5401,40.5433,-8.94,85,75,6.0,RU,1705712145
467,manismata,-2.4667,111.0333,25.15,93,100,1.26,ID,1705712145
468,broome,42.2506,-75.833,-7.39,81,100,6.17,US,1705712145
469,west bay,19.3667,-81.4167,28.89,72,20,3.6,KY,1705712145
470,elmali,36.7358,29.9177,6.19,76,100,1.56,TR,1705712145
471,ujae,8.9322,165.7642,26.36,84,100,11.4,MH,1705712145
472,moissala,8.3404,17.7663,21.27,19,5,1.44,TD,1705712145
473,yar,58.249,52.1026,-2.34,96,100,5.08,RU,1705712146
474,piti village,13.4626,144.6933,29.49,64,40,9.26,GU,1705712146
475,guarapari,-20.6667,-40.4975,27.16,83,99,4.46,BR,1705712146
476,naze,28.3667,129.4833,18.51,80,2,5.43,JP,1705712146
477,araucaria,-25.5931,-49.4103,24.45,96,100,1.62,BR,1705712146
478,descalvado,-21.9039,-47.6194,21.49,81,79,1.65,BR,1705712146
479,dryden,49.7833,-92.7503,-18.84,71,20,1.54,CA,1705712146
480,luanco,43.6152,-5.7934,4.92,68,23,4.48,ES,1705712147
481,luganville,-15.5333,167.1667,30.76,73,100,3.05,VU,1705712147
482,wynyard,-41.0,145.7167,18.15,64,100,2.05,AU,1705712147
483,baker city,44.7749,-117.8344,7.58,79,100,5.66,US,1705712147
484,taro,-8.3862,115.28,26.03,82,100,1.48,ID,1705712147
485,ngama,11.7833,17.1667,19.96,13,1,4.16,TD,1705712147
486,beibei,29.8256,106.4339,12.43,83,100,1.02,CN,1705712148
487,popondetta,-8.7537,148.2534,30.04,68,100,0.65,PG,1705712148
488,port moresby,-9.4431,147.1797,27.23,75,100,1.98,PG,1705712148
489,smara,26.7384,-11.6719,14.61,84,90,4.18,EH,1705712148
490,westport,41.1415,-73.3579,-2.32,69,100,4.12,US,1705712148
491,sosnovo-ozerskoye,52.5249,111.5418,-35.74,100,70,0.36,RU,1705712148
492,shalkar,47.8288,59.6258,-11.73,90,74,3.78,KZ,1705712148
493,puerto lempira,15.2667,-83.7667,26.08,83,40,4.63,HN,1705712148
494,concepcion,-36.827,-73.0498,18.89,59,0,8.23,CL,1705712149
495,natal,-5.795,-35.2094,28.12,78,75,4.12,BR,1705712149
496,yanjiang,30.1211,104.6481,10.47,75,100,2.46,CN,1705712149
497,minas de marcona,-15.2119,-75.1103,18.23,91,100,4.34,PE,1705712149
498,vryburg,-26.9566,24.7284,18.11,31,0,2.78,ZA,1705712149
499,kalifornsky,60.4183,-151.29,-6.81,66,0,3.09,US,1705712149
500,molde,62.7375,7.1591,-3.09,100,75,3.09,NO,1705711888
501,leava,-14.3,-178.1667,28.95,78,100,5.06,WF,1705712149
502,galveston,29.3669,-94.9669,11.06,52,0,6.69,US,1705712150
503,essaouira,31.5125,-9.77,13.72,88,20,2.06,MA,1705712150
504,pugachev,52.0133,48.8025,-0.25,93,100,8.03,RU,1705712150
505,babu,24.4167,111.5167,9.66,86,90,3.73,CN,1705712150
506,kirakira,-10.4544,161.9205,27.1,89,100,3.95,SB,1705712150
507,uliastay,47.7417,96.8444,-29.78,85,5,2.55,MN,1705712150
508,sargodha,32.0836,72.6711,9.22,37,30,0.51,PK,1705712150
509,knysna,-34.0363,23.0471,21.72,51,0,2.1,ZA,1705712150
510,turuntayevo,52.2,107.6167,-26.65,99,97,0.42,RU,1705712151
511,ebon,4.582,168.6964,28.5,79,39,7.27,MH,1705712151
512,darnah,32.767,22.6367,18.57,40,100,2.07,LY,1705712151
513,aripuana,-9.1667,-60.6333,23.62,92,100,0.67,BR,1705712151
514,weno,7.4515,151.8468,28.97,74,75,7.2,FM,1705712151
515,saint louis,38.6334,-90.4001,-11.14,65,98,1.79,US,1705711916
516,motygino,58.1831,94.7592,-25.85,99,100,1.54,RU,1705712151
517,abu jibeha,11.4562,31.2285,17.55,16,2,3.03,SD,1705712151
518,hammerfest,70.6634,23.6821,-5.75,93,75,2.06,NO,1705712151
519,mana,5.6592,-53.7767,25.6,84,6,4.66,GF,1705712152
520,ascoli piceno,42.8548,13.5749,5.61,90,100,0.45,IT,1705712152
521,kokopo,-4.352,152.2633,27.87,78,100,4.26,PG,1705712152
522,balabac,7.9868,117.0645,27.66,74,100,4.51,PH,1705712152
523,saint-marc,19.1082,-72.6938,25.61,71,31,1.17,HT,1705712152
524,pasuquin,18.3328,120.6177,23.97,88,20,2.57,PH,1705712152
525,bashmakovo,53.2133,43.0342,-0.03,99,100,1.79,RU,1705712152
526,nantucket,41.2835,-70.0995,-2.78,89,100,10.14,US,1705711996
527,la'ie,21.6477,-157.9253,28.12,68,67,2.54,US,1705712152
528,berezovo,63.9381,65.0419,-7.37,92,100,6.87,RU,1705712153
529,portland,45.5234,-122.6762,4.4,78,75,6.17,US,1705711876
530,santa cruz do rio pardo,-22.8989,-49.6325,23.93,84,100,1.45,BR,1705712153
531,olyokminsk,60.3736,120.4264,-25.38,97,100,1.71,RU,1705712153
532,maintirano,-18.0667,44.0167,25.19,90,46,1.47,MG,1705712153
533,sabang,5.8933,95.3214,27.81,75,65,6.26,ID,1705712153
534,oruro,-17.9833,-67.15,14.27,58,40,3.09,BO,1705712153
535,winkler,49.1817,-97.941,-14.88,78,96,1.54,CA,1705712153
536,viqueque,-8.8673,126.3658,30.5,66,100,0.74,TL,1705712154
537,malvan,16.0667,73.4667,21.22,82,5,4.65,IN,1705712154
538,rurrenabaque,-14.4413,-67.5278,25.08,89,100,0.91,BO,1705712154
539,saldanha,-33.0117,17.9442,20.03,73,0,3.16,ZA,1705712154
540,san sebastian de la gomera,28.0916,-17.1133,19.65,59,40,5.66,ES,1705712154
541,sena madureira,-9.0656,-68.6569,24.37,94,92,1.2,BR,1705712154
542,vinzili,56.9594,65.7708,-9.69,83,100,4.85,RU,1705712154
543,saint-joseph,-21.3667,55.6167,23.21,86,96,2.0,RE,1705712155
544,qujing,25.4833,103.7833,6.52,66,91,1.14,CN,1705712155
545,tawau,4.2498,117.8871,26.07,94,100,1.58,MY,1705712155
546,rada tilly,-45.9333,-67.5333,20.27,32,0,4.63,AR,1705712155
547,dondo,-19.6094,34.7431,25.73,91,84,4.14,MZ,1705712155
548,creston,41.0586,-94.3614,-19.02,78,40,4.63,US,1705712155
549,viedma,-40.8135,-62.9967,18.41,48,0,5.47,AR,1705712046
550,santa luzia,-19.7697,-43.8514,25.43,63,0,2.57,BR,1705712155
551,lagoa,39.05,-27.9833,16.2,87,100,7.95,PT,1705712156
552,ta`u,-14.2336,-169.5144,28.4,78,100,7.51,AS,1705712156
553,mont-dore,-22.2833,166.5833,32.99,99,22,4.29,NC,1705712156
554,zaozersk,69.4005,32.4476,-4.68,90,100,8.2,RU,1705712156
555,queenstown,-31.8976,26.8753,13.56,87,67,0.97,ZA,1705712156
556,bengkulu,-3.8004,102.2655,25.36,88,97,2.19,ID,1705712156
557,kenai,60.5544,-151.2583,-6.95,65,0,3.09,US,1705712156
